date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max,uv_index_clear_sky_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
2023-06-02 04:00:00+00:00,,,,,,0,0,50297.8,,,,,,,,0.0,,,,,,
2023-06-03 04:00:00+00:00,,,,,,0,0,50340.5,,,,,,,,0.0,,,,,,
2023-06-04 04:00:00+00:00,,,,,,0,0,50380.867,,,,,,,,0.0,,,,,,
2023-06-05 04:00:00+00:00,,,,,,0,0,50418.832,,,,,,,,0.0,,,,,,
2023-06-06 04:00:00+00:00,,,,,,0,0,50454.324,,,,,,,,0.0,,,,,,
2023-06-07 04:00:00+00:00,,,,,,0,0,50487.37,,,,,,,,0.0,,,,,,
2023-06-08 04:00:00+00:00,,,,,,0,0,50518.26,,,,,,,,0.0,,,,,,
2023-06-09 04:00:00+00:00,,,,,,0,0,50546.984,,,,,,,,0.0,,,,,,
2023-06-10 04:00:00+00:00,,,,,,0,0,50573.527,,,,,,,,0.0,,,,,,
2023-06-11 04:00:00+00:00,,,,,,0,0,50597.875,,,,,,,,0.0,,,,,,
2023-06-12 04:00:00+00:00,,,,,,0,0,50620.0,,,,,,,,0.0,,,,,,
2023-06-13 04:00:00+00:00,,,,,,0,0,50639.89,,,,,,,,0.0,,,,,,
2023-06-14 04:00:00+00:00,,,,,,0,0,50657.53,,,,,,,,0.0,,,,,,
2023-06-15 04:00:00+00:00,,,,,,0,0,50672.902,,,,,,,,0.0,,,,,,
2023-06-16 04:00:00+00:00,,,,,,0,0,50685.99,,,,,,,,0.0,,,,,,
2023-06-17 04:00:00+00:00,,,,,,0,0,50696.77,,,,,,,,0.0,,,,,,
2023-06-18 04:00:00+00:00,,,,,,0,0,50705.246,,,,,,,,0.0,,,,,,
2023-06-19 04:00:00+00:00,,,,,,0,0,50711.39,,,,,,,,0.0,,,,,,
2023-06-20 04:00:00+00:00,,,,,,0,0,50715.203,,,,,,,,0.0,,,,,,
2023-06-21 04:00:00+00:00,,,,,,0,0,50716.66,,,,,,,,0.0,,,,,,
2023-06-22 04:00:00+00:00,,,,,,0,0,50715.758,,,,,,,,0.0,,,,,,
2023-06-23 04:00:00+00:00,,,,,,0,0,50712.484,,,,,,,,0.0,,,,,,
2023-06-24 04:00:00+00:00,,,,,,0,0,50706.836,,,,,,,,0.0,,,,,,
2023-06-25 04:00:00+00:00,,,,,,0,0,50698.805,,,,,,,,0.0,,,,,,
2023-06-26 04:00:00+00:00,,,,,,0,0,50688.38,,,,,,,,0.0,,,,,,
2023-06-27 04:00:00+00:00,,,,,,0,0,50675.51,,,,,,,,0.0,,,,,,
2023-06-28 04:00:00+00:00,,,,,,0,0,50660.08,,,,,,,,0.0,,,,,,
2023-06-29 04:00:00+00:00,,,,,,0,0,50642.11,,,,,,,,0.0,,,,,,
2023-06-30 04:00:00+00:00,,,,,,0,0,50621.664,,,,,,,,0.0,,,,,,
2023-07-01 04:00:00+00:00,,,,,,0,0,50598.785,,,,,,,,0.0,,,,,,
2023-07-02 04:00:00+00:00,,,,,,0,0,50573.52,,,,,,,,0.0,,,,,,
2023-07-03 04:00:00+00:00,,,,,,0,0,50545.926,,,,,,,,0.0,,,,,,
2023-07-04 04:00:00+00:00,,,,,,0,0,50516.05,,,,,,,,0.0,,,,,,
2023-07-05 04:00:00+00:00,,,,,,0,0,50483.945,,,,,,,,0.0,,,,,,
2023-07-06 04:00:00+00:00,,,,,,0,0,50449.664,,,,,,,,0.0,,,,,,
2023-07-07 04:00:00+00:00,,,,,,0,0,50413.26,,,,,,,,0.0,,,,,,
2023-07-08 04:00:00+00:00,,,,,,0,0,50374.79,,,,,,,,0.0,,,,,,
2023-07-09 04:00:00+00:00,,,,,,0,0,50334.293,,,,,,,,0.0,,,,,,
2023-07-10 04:00:00+00:00,,,,,,0,0,50291.84,,,,,,,,0.0,,,,,,
2023-07-11 04:00:00+00:00,,,,,,0,0,50247.473,,,,,,,,0.0,,,,,,
2023-07-12 04:00:00+00:00,,,,,,0,0,50201.246,,,,,,,,0.0,,,,,,
2023-07-13 04:00:00+00:00,,,,,,0,0,50153.215,,,,,,,,0.0,,,,,,
2023-07-14 04:00:00+00:00,,,,,,0,0,50103.438,,,,,,,,0.0,,,,,,
2023-07-15 04:00:00+00:00,,,,,,0,0,50051.96,,,,,,,,0.0,,,,,,
2023-07-16 04:00:00+00:00,,,,,,0,0,49998.836,,,,,,,,0.0,,,,,,
2023-07-17 04:00:00+00:00,,,,,,0,0,49943.957,,,,,,,,0.0,,,,,,
2023-07-18 04:00:00+00:00,,,,,,0,0,49886.855,,,,,,,,0.0,,,,,,
2023-07-19 04:00:00+00:00,,,,,,0,0,49827.58,,,,,,,,0.0,,,,,,
2023-07-20 04:00:00+00:00,,,,,,0,0,49766.227,,,,,,,,0.0,,,,,,
2023-07-21 04:00:00+00:00,,,,,,0,0,49702.88,,,,,,,,0.0,,,,,,
2023-07-22 04:00:00+00:00,,,,,,0,0,49637.633,,,,,,,,0.0,,,,,,
2023-07-23 04:00:00+00:00,,,,,,0,0,49570.57,,,,,,,,0.0,,,,,,
2023-07-24 04:00:00+00:00,,,,,,0,0,49501.777,,,,,,,,0.0,,,,,,
2023-07-25 04:00:00+00:00,,,,,,0,0,49431.35,,,,,,,,0.0,,,,,,
2023-07-26 04:00:00+00:00,,,,,,0,0,49359.375,,,,,,,,0.0,,,,,,
