date,mean_max_temp,mean_min_temp,mean_max_apparent_temp,mean_min_apparent_temp,mean_total_precipitation,mean_wind_speed
2023-04-01,29.275000000000002,23.2225,31.8,23.6,3.1833333333333336,25.142666666666667
2023-04-02,30.3925,21.612499999999997,32.1,22.0,50.623333333333335,20.028000000000002
2023-04-03,29.7025,22.310000000000002,31.6,22.6,0.0,22.370666666666665
2023-04-04,29.6625,23.085,31.9,24.0,0.19999999999999998,23.037333333333333
2023-04-05,29.44,23.7225,31.2,24.5,0.09999999999999999,28.476
2023-04-06,29.1675,23.9925,31.2,25.2,0.06666666666666667,29.166666666666668
2023-04-07,28.4425,23.865000000000002,29.9,24.5,0.0,25.106666666666666
2023-04-08,29.4025,24.325,31.0,24.1,0.36833333333333335,20.67866666666667
2023-04-09,30.3475,22.3125,30.7,22.2,5.691666666666666,21.137333333333334
2023-04-10,26.04,21.3275,25.8,20.8,31.90466666666667,28.100000000000005
2023-04-11,23.9825,21.5475,24.3,21.5,35.315,37.25066666666667
2023-04-12,24.3075,22.125,23.7,21.6,29.475333333333335,32.948
2023-04-13,28.57,22.75,32.6,22.9,8.743666666666666,24.24
2023-04-14,30.76,23.5575,33.6,23.1,2.472,22.00666666666667
2023-04-15,30.6625,23.845,34.8,24.0,237.40666666666664,21.804000000000002
2023-04-16,30.605,23.475,35.7,23.2,5.44,26.040000000000003
2023-04-17,29.8275,21.39,32.5,20.4,17.717333333333332,25.866666666666664
2023-04-18,28.255000000000003,20.335,28.4,19.0,17.25,26.3
2023-04-19,27.2175,21.4925,27.6,20.5,0.0,23.951999999999998
2023-04-20,27.84,22.990000000000002,29.7,22.5,0.6343333333333333,25.686666666666667
2023-04-21,28.2225,22.26,29.5,22.3,8.795333333333334,21.939999999999998
2023-04-22,29.9875,22.57,31.5,22.5,1.037,17.801333333333332
2023-04-23,29.602500000000003,22.3325,32.1,22.5,1.0033333333333332,23.597333333333335
2023-04-24,28.3375,23.79,29.5,23.4,10.174999999999999,22.49466666666667
2023-04-25,28.947499999999998,23.32,31.5,22.5,5.584333333333333,22.540000000000003
2023-04-26,30.502499999999998,22.395,33.4,21.9,3.5210000000000004,21.625333333333334
2023-04-27,30.4375,22.8525,33.6,22.4,1.8366666666666667,28.366666666666664
2023-04-28,30.8575,24.775,34.7,23.6,2.9313333333333333,26.776
2023-04-29,31.4125,25.32,36.9,25.5,87.49333333333334,29.14533333333333
2023-04-30,30.54,23.97,32.0,23.2,3.5303333333333335,36.75066666666667
2023-05-01,29.4225,21.082500000000003,29.4,20.8,0.0,28.19333333333333
2023-05-02,30.91,20.9125,31.7,21.1,0.0,23.137333333333334
2023-05-03,31.9375,21.5025,32.4,21.9,6.653333333333333,22.630666666666666
2023-05-04,30.810000000000002,21.095,29.7,20.4,320.87,18.470666666666666
2023-05-05,30.235,22.12,31.4,21.5,0.0,22.691999999999997
2023-05-06,29.135,23.835,32.0,23.5,1.7043333333333335,24.227999999999998
2023-05-07,27.9675,24.41,30.1,24.0,2.912333333333333,32.024
2023-05-08,28.925,23.012500000000003,29.5,22.2,0.0,24.33066666666667
2023-05-09,30.175,23.395,31.6,22.2,0.0,18.791999999999998
