name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
10023,2023-04-29,11.7,8.8,10.1,11.7,5.9,8.7,9.2,94.4,66.467,100,100,rain,0,0,47.9,21.5,66,1012.5,100,4.1,38,3.4,2,10,2023-04-29T05:57:19,2023-04-29T19:50:02,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-04-30,15.7,10,12.3,15.7,7.7,12.1,11.5,95.1,53.77,100,54.17,rain,0,0,42.5,22.2,65.7,999.6,100,4.7,42.8,3.6,2,10,2023-04-30T05:56:00,2023-04-30T19:51:05,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-01,16.2,9.4,13.4,16.2,7.7,13,4.5,58,2.275,100,16.67,rain,0,0,47.5,29,245.7,991.5,74.4,14.7,204.7,17.8,7,10,2023-05-01T05:54:43,2023-05-01T19:52:07,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-02,13.3,7.9,10.5,13.3,7.1,10.3,4.2,66.8,6.088,100,16.67,rain,0,0,45.1,24.7,229.7,995.7,75.8,15.7,135.1,11.8,6,10,2023-05-02T05:53:26,2023-05-02T19:53:10,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-03,13.4,8.4,10.4,13.4,5.9,9.9,3.1,61.3,0.003,100,4.17,rain,0,0,33.5,15.2,259.8,999,79.6,16,131.2,11.4,4,10,2023-05-03T05:52:11,2023-05-03T19:54:12,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-04,12.2,8.8,10.3,12.2,6.8,9.8,6.7,78.7,1.214,100,37.5,rain,0,0,20.5,13,13.3,1010.3,98.5,15.6,89.3,7.9,5,10,2023-05-04T05:50:57,2023-05-04T19:55:14,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-05,17.8,8.8,12.7,17.8,8,12.6,6.3,67.1,0.215,100,4.17,rain,0,0,16.6,18.4,37.7,1021.4,53.1,15.2,201.6,17.2,9,10,2023-05-05T05:49:45,2023-05-05T19:56:16,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-06,22.8,8.9,16.3,22.8,8.4,16.2,5.3,52.6,0,0,0,,0,0,29.5,13.7,334.2,1022.5,23.9,16,299.3,25.9,10,10,2023-05-06T05:48:34,2023-05-06T19:57:17,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-07,25,13.3,18.8,25,13.3,18.8,5.4,43.2,0.588,100,8.33,rain,0,0,40.7,19.8,275.3,1015.2,15.2,15.8,278.9,23.9,9,10,2023-05-07T05:47:24,2023-05-07T19:58:19,0.57,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-08,24.4,14.4,19.8,24.4,14.4,19.8,7.6,49.5,0,0,0,,0,0,32.2,22.9,320.6,1008.4,32.9,16,295.3,25.6,9,10,2023-05-08T05:46:15,2023-05-08T19:59:20,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-09,21.1,12.9,16.2,21.1,12.9,16.2,0.1,34.4,0,0,0,,0,0,18.4,16.5,49.7,1014.2,3.2,16,232.6,20,10,10,2023-05-09T05:45:08,2023-05-09T20:00:21,0.64,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-10,22.2,10.6,16.2,22.2,10.6,16.2,3.6,46.7,0,0,0,,0,0,27.7,12.9,254.8,1019.9,0.5,16,302.5,26.1,9,10,2023-05-10T05:44:03,2023-05-10T20:01:21,0.68,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-11,26.7,13.9,20.8,26.2,13.9,20.7,3.6,33.3,0,0,0,,0,0,42.2,16.8,263.6,1018.7,1.8,15.4,290,25,9,10,2023-05-11T05:42:59,2023-05-11T20:02:21,0.71,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-12,30.6,18.8,24.4,29,18.8,23.9,7.1,33.9,0,0,0,,0,0,35.3,15.4,271.1,1017.1,17.1,15,284.4,24.6,10,10,2023-05-12T05:41:56,2023-05-12T20:03:21,0.75,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-13,27.2,21.7,24.3,27,21.7,24.3,8.3,37.6,0,0,0,,0,0,37.1,13.4,296.8,1015.6,6.4,16,174.6,14.8,7,10,2023-05-13T05:40:55,2023-05-13T20:04:20,0.78,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-14,23.3,15.6,19.2,23.3,15.6,19.2,1.1,30.1,0,0,0,,0,0,33.5,14.8,24.8,1021.2,0.9,16,317.9,27.5,10,10,2023-05-14T05:39:55,2023-05-14T20:05:19,0.82,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-15,22.9,11.2,17.9,22.9,11.2,17.9,0.6,32.5,0,0,0,,0,0,40.7,17.9,276.3,1021.5,0.6,16,300.1,26,9,10,2023-05-15T05:38:57,2023-05-15T20:06:18,0.86,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-16,25.7,15,20.9,25.7,15,20.9,4.1,35.3,0,0,0,,0,0,41.9,23.5,242.8,1006.9,0.7,16,282,24.4,10,10,2023-05-16T05:38:01,2023-05-16T20:07:15,0.89,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-17,21.7,11.7,16.3,21.7,11.7,16.3,-0.3,34,0,0,0,,0,0,47.9,20.3,340.3,1007.7,8.1,16,314.5,27.1,10,10,2023-05-17T05:37:06,2023-05-17T20:08:13,0.93,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-18,15.6,6.7,11.8,15.6,6.2,11.4,-0.8,43.3,0,0,0,,0,0,50,23.5,108.1,1025.2,0.2,16,312.7,27.1,10,10,2023-05-18T05:36:13,2023-05-18T20:09:10,0.96,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-19,20.6,11.7,15.6,20.6,11.7,15.6,8.1,62,0,0,0,,0,0,48.8,31.9,170.1,1026.4,3.1,16,287.3,24.8,9,10,2023-05-19T05:35:22,2023-05-19T20:10:06,0,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-20,18.4,13.9,16.2,18.4,13.9,16.2,14.5,90.1,19.299,100,50,rain,0,0,24.1,11.3,95.7,1017.3,92.8,6.7,63.2,5.3,2,10,2023-05-20T05:34:32,2023-05-20T20:11:01,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-21,20.7,13.3,17.5,20.7,13.3,17.5,9.8,62.4,0.59,100,8.33,rain,0,0,46.4,24.5,312.7,1013.7,54.2,15.3,204.1,17.6,8,10,2023-05-21T05:33:44,2023-05-21T20:11:56,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-22,23.3,13.9,17.9,23.3,13.9,17.9,10,61.1,0,0,0,,0,0,18.4,19.8,114.3,1021.2,4.7,14.8,263.8,22.8,9,10,2023-05-22T05:32:58,2023-05-22T20:12:50,0.1,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-23,21.1,12.9,15.9,21.1,12.9,15.9,8.3,62.4,0,0,0,,0,0,47.9,20.5,107.2,1026.1,35.2,15.8,277.2,24,9,10,2023-05-23T05:32:14,2023-05-23T20:13:44,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-24,24.4,11.7,16.7,24.4,11.7,16.7,6.3,52.2,1.653,100,12.5,rain,0,0,51.8,22.6,13.9,1017.9,22.5,15.6,264.3,22.8,8,10,2023-05-24T05:31:31,2023-05-24T20:14:36,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-25,19.4,10.6,15.1,19.4,10.6,15.1,3.1,46.8,0,0,0,,0,0,50,26.9,23.9,1019.9,10.5,16,326.6,28,10,10,2023-05-25T05:30:51,2023-05-25T20:15:28,0.19,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-26,22.2,11.7,17.3,22.2,11.7,17.3,2.2,38.3,0,0,0,,0,0,33.5,16.5,32.2,1024.2,0.4,16,324.2,27.9,10,10,2023-05-26T05:30:12,2023-05-26T20:16:18,0.23,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-27,25.6,13.4,19.1,25.6,13.4,19.1,4.1,38.5,0,0,0,,0,0,14.8,11.3,69.8,1025.5,0.7,16,312.8,27,9,10,2023-05-27T05:29:35,2023-05-27T20:17:08,0.25,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-28,25.6,15.6,19.8,25.6,15.6,19.8,4.1,36.2,0,0,0,,0,0,18.4,19.7,190.1,1020.2,0.8,16,312.1,27,10,10,2023-05-28T05:29:00,2023-05-28T20:17:57,0.29,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-29,26.1,16.7,20.7,26.1,16.7,20.7,8.1,45.6,0,0,0,,0,0,48.2,27.7,81.6,1016.9,0.6,16,305.1,26.6,9,10,2023-05-29T05:28:27,2023-05-29T20:18:45,0.32,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-05-30,21.7,13.3,16.7,21.7,13.3,16.7,7.6,55.5,0,0,0,,0,0,31.7,16.7,64.2,1022.5,0.3,16,307.6,26.7,9,10,2023-05-30T05:27:55,2023-05-30T20:19:32,0.36,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-05-31,24.9,10.7,17.3,24.9,10.7,17.3,9.5,63.6,0,0,0,,0,0,14.8,11.2,71.9,1022.2,2.6,15.3,316.9,27.5,10,10,2023-05-31T05:27:26,2023-05-31T20:20:17,0.39,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-06-01,30,15,21.8,28.5,15,21.6,12.3,58.6,0,0,0,,0,0,38.9,9.5,322.3,1018.6,0.2,14.3,308.4,26.6,9,10,2023-06-01T05:26:59,2023-06-01T20:21:02,0.42,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-06-02,31.2,18.8,23.7,30.8,18.8,23.5,14,57.9,6.001,100,8.33,rain,0,0,31.7,11.1,91,1012.7,14,13.5,287.3,24.9,10,10,2023-06-02T05:26:33,2023-06-02T20:21:45,0.45,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-06-03,20.6,14.3,18.1,20.6,14.3,18.1,12.7,70.8,0,0,0,,0,0,40.7,18.4,62.8,1015.1,81.1,14.8,91.1,7.9,3,10,2023-06-03T05:26:10,2023-06-03T20:22:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10023,2023-06-04,20.6,9.4,15,20.6,9.4,15,6.2,57.3,0,0,0,,0,0,35.2,22.4,46.9,1016.5,66.2,16,186.8,16.2,7,10,2023-06-04T05:25:48,2023-06-04T20:23:08,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-06-05,23.8,13.3,18.7,23.8,13.3,18.7,6.9,47.9,0,0,0,,0,0,36,17.9,352.3,1011.6,47.7,15.4,238.7,20.6,8,10,2023-06-05T05:25:29,2023-06-05T20:23:47,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-06-06,25.6,15.7,19.9,25.6,15.7,19.9,6.2,41.5,0.016,100,12.5,rain,0,0,39.7,13.1,307.6,1004.9,37.4,6.6,237,20.5,9,10,2023-06-06T05:25:11,2023-06-06T20:24:26,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10023,2023-06-07,20.6,14.3,17.5,20.6,14.3,17.5,5.2,44.9,0,0,0,,0,0,40.1,17.1,302.4,1003.7,71.7,3.7,164.2,14.2,6,10,2023-06-07T05:24:56,2023-06-07T20:25:02,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
